"ID";"FullName";"global_id";"ShortName";"AdmArea";"District";"Address";"Owner";"TestDate";"geoData";
"201";"Автомобильная заправочная станция «НБА-Северо-Запад» на Сущевском валу, владение 25";"25760650";"АЗС «НБА-Северо-Запад» на Сущевском валу, владение 25";"Северо-Восточный административный округ";"район Марьина Роща";"Сущевский вал, владение 25";"ООО «НБА-Северо-Запад»";"06.07.2015";"{type=Point, coordinates=[37.603106625321, 55.793229817142]}";
"202";"Автомобильная заправочная станция «ЕКА-АЗС» на Ростокинском проезде, владение 11, строение 1";"25761391";"АЗС «ЕКА-АЗС» на Ростокинском проезде, владение 11, строение 1";"Восточный административный округ";"район Сокольники";"Ростокинский проезд, владение 11, строение 1";"ООО «ЕКА-АЗС»";"08.07.2015";"{type=Point, coordinates=[37.677859304673, 55.817965632402]}";
"203";"Автомобильная заправочная станция «Татнефть-АЗС-Запад» на шоссе Энтузиастов, дом 92Г";"25762384";"АЗС «Татнефть-АЗС-Запад» на шоссе Энтузиастов, дом 92Г";"Восточный административный округ";"район Ивановское";"шоссе Энтузиастов, дом 92Г";"ООО «Татнефть-АЗС-Запад»";"08.07.2015";"{type=Point, coordinates=[37.82119585114, 55.771380958606]}";
"204";"Автомобильная заправочная станция «РН-Москва» на улице Айвазовского, владение 2А";"25765991";"АЗС «РН-Москва» на улице Айвазовского, владение 2А";"Юго-Западный административный округ";"район Ясенево";"улица Айвазовского, владение 2А";"АО «РН-Москва»";"10.07.2015";"{type=Point, coordinates=[37.542727370994, 55.61967500652]}";
"205";"Автомобильная заправочная станция «Лукойл-Центрнефтепродукт» на улице Плеханова, дом 7А";"25767193";"АЗС «Лукойл-Центрнефтепродукт» на улице Плеханова, дом 7А";"Восточный административный округ";"район Перово";"улица Плеханова, дом 7А";"ООО «Лукойл-Центрнефтепродукт»";"23.07.2015";"{type=Point, coordinates=[37.758986465659, 55.755678456284]}";
"206";"Автомобильная заправочная станция «РН-Москва» на проспекте 60-летия Октября, владение 8В";"25770047";"АЗС «РН-Москва» на проспекте 60-летия Октября, владение 8В";"Юго-Западный административный округ";"Академический район";"проспект 60-летия Октября, владение 8В";"АО «РН-Москва»";"10.07.2015";"{type=Point, coordinates=[37.575633510219, 55.695328256906]}";
"207";"Автомобильная заправочная станция «ТД Нефтьмагистраль» в Зеленограде, на Новокрюковской улице, владение 5А";"25775341";"АЗС «ТД Нефтьмагистраль» в Зеленограде, на Новокрюковской улице, владение 5А";"Зеленоградский административный округ";"район Крюково";"Зеленоград, Новокрюковская улица, владение 5А";"ООО «ТД Нефтьмагистраль»";"06.08.2015";"{type=Point, coordinates=[37.161303667173, 55.987960262008]}";
"208";"Автомобильная заправочная станция «ТрансАЗС» на 93-м километре Московской кольцевой автомобильной дороги";"25778922";"АЗС«ТрансАЗС» на 93-м километре Московской кольцевой автомобильной дороги";"Северо-Восточный административный округ";"Лосиноостровский район";" 93-й километр Московской кольцевой автомобильной дороги";"ЗАО «ТрансАЗС»";"18.08.2015";"{type=Point, coordinates=[37.705129465231, 55.891537900161]}";
"209";"Автомобильная заправочная станция «Мосгортранс» на улице Дениса Давыдова, дом 2";"25781036";"АЗС «Мосгортранс» на улице Дениса Давыдова, дом 2";"Западный административный округ";"район Дорогомилово";"улица Дениса Давыдова, дом 2";"филиал Филевского АТП ГУП «Мосгортранс»";"20.08.2015";"{type=Point, coordinates=[37.518953634023, 55.739809325922]}";
"210";"Автомобильная заправочная станция «СБС-ХХI» на улице Знаменская, владение 1";"25782403";"Автомобильная заправочная станция «СБС-ХХI» на улице Знаменская, владение 1";"Восточный административный округ";"район Преображенское";"улица Знаменская, владение 1";"ООО «СБС-ХХI»";"01.09.2015";"{type=Point, coordinates=[37.712877681365, 55.801875097469]}";
"211";"Автомобильная заправочная станция «Альфа-Петрол М» на улице Ясеневая, владение 13А";"61425117";"АЗС «Альфа-Петрол М» на улице Ясеневая, владение 13А";"Южный административный округ";"район Орехово-Борисово Южное";"улица Ясеневая, владение 13А";"ООО «Альфа-Петрол М»";"22.10.2015";"{type=Point, coordinates=[37.725183404738, 55.602285497277]}";
"212";"Автомобильная заправочная станция «Оптима Юнион» на улице Южнопортовая, владение 17Д";"61425404";"АЗС «Оптима Юнион» на улице Южнопортовая, владение 17Д";"Юго-Восточный административный округ";"район Печатники";"улица Южнопортовая, владение 17Д";"ООО «Оптима Юнион»";"27.10.2015";"{type=Point, coordinates=[37.698347061297, 55.706621241174]}";
"213";"Автомобильная заправочная станция «Луч» на улице Барышиха, владение 11";"61425517";"АЗС «Луч» на улице Барышиха, владение 11";"Северо-Западный административный округ";"район Митино";"улица Барышиха, владение 11";"ООО «Луч»";"03.11.2015";"{type=Point, coordinates=[37.352796426892, 55.842612343031]}";
"214";"Автомобильная заправочная станция «Ойл-Траст» на Севастопольском проспекте, владение 11Б";"144586155";"АЗС «Ойл-Траст» на Севастопольском проспекте, владение 11Б";"Юго-Западный административный округ";"район Котловка";"Севастопольский проспект, владение 11Б";"ООО «Ойл-Траст»";"14.01.2016";"{type=Point, coordinates=[37.60297508212, 55.685835853886]}";
"215";"Автомобильная заправочная станция «РН-Москва» на проспекте 60-летия Октября, владение 8В, строение 1";"144586156";"АЗС «РН-Москва» на проспекте 60-летия Октября, владение 8В, строение 1";"Юго-Западный административный округ";"Академический район";"проспект 60-летия Октября, владение 8В, строение 1";"АО «РН-Москва»";"14.01.2016";"{type=Point, coordinates=[37.577568416453, 55.698175002083]}";
"216";"Автомобильная заправочная станция «Компания ТРАССА» на 42-м километре Калужского шоссе, владение 5, строение 1";"144586163";"АЗС «Компания ТРАССА» на 42-м километре Калужского шоссе, владение 5, строение 1";"Троицкий административный округ";"поселение Краснопахорское";"42-й километр Калужского шоссе, владение 5, строение 1";"ООО «Компания ТРАССА»";"14.01.2016";"{type=Point, coordinates=[37.291329999544, 55.449083130802]}";
"217";"Автомобильная заправочная станция «Газпромнефть-Северо-Запад» на улице Красина, владение 15, строение 1";"144586164";"АЗС «Газпромнефть-Северо-Запад» на улице Красина, владение 15, строение 1";"Центральный административный округ";"Пресненский район";"улица Красина, владение 15, строение 1";"ООО «Газпромнефть-Северо-Запад»";"22.01.2016";"{type=Point, coordinates=[37.586631104165, 55.768190953497]}";
"218";"Автомобильная заправочная станция «ИП Филатов В.А.» на Остафьевском шоссе, дом 7";"167792333";"АЗС «ИП Филатов В.А.» на Остафьевском шоссе, дом 7";"Новомосковский административный округ";"поселение Щербинка";"Остафьевское шоссе, дом 7";"ИП Филатов В.А.";"18.02.2016";"{type=Point, coordinates=[37.520726849759, 55.504327779969]}";
"219";"Автомобильная заправочная станция «Валар» на 39-м километре Московской кольцевой автомобильной дороги, владение 1, строение 1";"167792341";"АЗС «Валар» на 39-м километре Московской кольцевой автомобильной дороги, владение 1, строение 1";"Юго-Западный административный округ";"район Ясенево";"39-й километр Московской кольцевой автомобильной дороги, владение 1, строение 1";"ООО «Валар»";"25.02.2016";"{type=Point, coordinates=[37.507066744092, 55.598087229542]}";
"220";"Автомобильная заправочная станция «АВИС-АМ» на 32-м километре Московской кольцевой автомобильной дороги, владение 7";"167792351";"АЗС «АВИС-АМ» на 32-м километре Московской кольцевой автомобильной дороги, владение 7";"Южный административный округ";"район Чертаново Южное";"32-й километр Московской кольцевой автомобильной дороги, владение 7";"ООО «АВИС-АМ»";"25.02.2016";"{type=Point, coordinates=[37.604933756666, 55.575094474457]}";
"221";"Автомобильная заправочная станция «ЛУЧ» на улице Маршала Воробьева, дом 12";"167792387";"АЗС «ЛУЧ» на улице Маршала Воробьева, дом 12";"Северо-Западный административный округ";"район Строгино";"улица Маршала Воробьева, дом 12";"ООО «ЛУЧ»";"15.03.2016";"{type=Point, coordinates=[37.385134128625, 55.797568319005]}";
"222";"Автомобильная заправочная станция «Интертрест-Ойл» на 53-м километре Московской кольцевой автомобильной дороги, владение 6Б";"167792396";"АЗС «Интертрест-Ойл» на 53-м километре Московской кольцевой автомобильной дороги, владение 6Б";"Западный административный округ";"Можайский район";"53-й километр Московской кольцевой автомобильной дороги, владение 6Б";"ООО «Интертрест-Ойл»";"15.03.2016";"{type=Point, coordinates=[37.411909124792, 55.693085858749]}";
"223";"Автомобильная заправочная станция «Строй-Инвест» в Костомаровском переулке, дом 10, строение 2";"167792414";"АЗС «Строй-Инвест» в Костомаровском переулке, дом 10, строение 2";"Центральный административный округ";"Таганский район";"Костомаровскй переулок, дом 10, строение 2";"ООО «Строй-Инвест»";"22.03.2016";"{type=Point, coordinates=[37.665144966509, 55.750291253061]}";
"224";"Автомобильная заправочная станция «Татнефть-АЗС-Запад» на 50-м километре Калужского шоссе";"167792432";"АЗС «Татнефть-АЗС-Запад» на 50-м километре Калужского шоссе";"Троицкий административный округ";"поселение Краснопахорское";"50-й километр Калужского шоссе";"ООО «Татнефть-АЗС-Запад»";"24.03.2016";"{type=Point, coordinates=[37.232216987097, 55.393941128826]}";
"225";"Автомобильная заправочная станция «Валента» в Зеленограде на проезде 4807, строение 6";"167792444";"АЗС «Валента» в Зеленограде на проезде 4807, строение 6";"Зеленоградский административный округ";"район Савёлки";"Зеленоград на проезде 4807, строение 6";"ООО НПКФ «Валента»";"31.03.2016";"{type=Point, coordinates=[37.257993432444, 55.979474751491]}";
"226";"Автомобильная заправочная станция «Эни-Нефто» на Ленинградском шоссе, владение 63Г";"276155313";"АЗС «Эни-Нефто» на Ленинградском шоссе, владение 63Г";"Северный административный округ";"район Левобережный";"Ленинградское шоссе, владение 63Г";"ООО «Эни-Нефто»";"08.07.2016";"{type=Point, coordinates=[37.459173243194, 55.867307234092]}";
"227";"Автомобильная заправочная станция «Валар» на 36-м километре Калужского шоссе";"276155322";"АЗС «Валар» на 36-м километре Калужского шоссе";"Новомосковский административный округ";"поселение Десеновское";"36-й километр Калужского шоссе";"ООО «Валар»";"09.08.2016";"{type=Point, coordinates=[37.339267765282, 55.504212432184]}";
"228";"Автомобильная заправочная станция «Аквапикет» на улице Борисовские пруды, владение 1";"276155348";"АЗС «Аквапикет» на улице Борисовские пруды, владение 1";"Южный административный округ";"район Москворечье-Сабурово";"улица Борисовские пруды, владение 1";"ООО «Аквапикет»";"08.08.2017";"{type=Point, coordinates=[37.711198065696, 55.63635659773]}";
"229";"Автомобильная заправочная станция «Сети» на Крылатской улице, владение 2А";"276155359";"АЗС «Сети» на Крылатской улице, владение 2А";"Западный административный округ";"район Крылатское";"Крылатская улица, владение 2А";"ЗАО «Сети»";"20.09.2016";"{type=Point, coordinates=[37.431830831541, 55.750672227957]}";
"230";"Автомобильная заправочная станция «Сети» на улице 1905 года, дом 27, строение 1";"276155454";"АЗС «Сети» на улице 1905 года, дом 27, строение 1";"Центральный административный округ";"Пресненский район";"улица 1905 года, дом 27, строение 1";"ЗАО «Сети»";"20.09.2016";"{type=Point, coordinates=[37.554312219824, 55.771686004428]}";
"231";"Автомобильная заправочная станция «Сети» на 29-м километре Московской кольцевой автомобильной дороги, владение 8";"276155745";"АЗС «Сети» на 29-м километре Московской кольцевой автомобильной дороги, владение 8";"Южный административный округ";"район Бирюлёво Западное";"29-й километр Московской кольцевой автомобильной дороги, владение 8";"ЗАО «Сети»";"20.09.2016";"{type=Point, coordinates=[37.651936301192, 55.573758200777]}";
"232";"Автомобильная заправочная станция «ПИК-Индустрия» на проезде Стройкомбината, дом 1, строение 34";"282478903";"АЗС «ПИК-Индустрия» на проезде Стройкомбината, дом 1, строение 34";"Западный административный округ";"район Очаково-Матвеевское";"проезд Стройкомбината, дом 1, строение 34";"АО «ПИК-Индустрия»";"13.10.2016";"{type=Point, coordinates=[37.448435963018, 55.688236180267]}";
"233";"Автомобильная заправочная станция «ОПОРА» в поселении Щаповское, деревня Троицкое";"282479101";"АЗС «ОПОРА» в поселении Щаповское, деревня Троицкое";"Троицкий административный округ";"поселение Щаповское";"поселение Щаповское, деревня Троицкое";"ООО «ОПОРА»";"25.10.2016";"{type=Point, coordinates=[37.424939842232, 55.389910103343]}";
"234";"Автомобильная заправочная станция «НИКОЙЛ» на улице Поляны, владение 12";"282479276";"АЗС «НИКОЙЛ» на улице Поляны, владение 12";"Юго-Западный административный округ";"район Северное Бутово";"улица Поляны, владение 12";"ООО УК «НИКОЙЛ»";"27.10.2016";"{type=Point, coordinates=[37.555825337263, 55.564017506609]}";
"235";"Автомобильная заправочная станция «ОЙЛ СИТИ» на улице Новосущевская, владение 5, строение 1";"282479433";"АЗС «ОЙЛ СИТИ» на улице Новосущевская, владение 5, строение 1";"Центральный административный округ";"Тверской район";"улица Новосущевская, владение 5, строение 1";"ООО «ОЙЛ СИТИ»";"22.11.2016";"{type=Point, coordinates=[37.604473919777, 55.783607945725]}";
"236";"Автомобильная заправочная станция «ИП Бондаренко А.В.» на 34-м километре Киевского шоссе";"282479738";"АЗС «ИП Бондаренко А.В.» на 34-м километре Киевского шоссе";"Новомосковский административный округ";"поселение Марушкинское";"34-й километр Киевского шоссе";"ИП Бондаренко А.В.";"01.12.2016";"{type=Point, coordinates=[37.237424982478, 55.578878669092]}";
"237";"Автомобильная заправочная станция «Компания ЛЕМА» на 67-м километре Московской Кольцевой Автодороги, владение 7";"282479886";"АЗС «Компания ЛЕМА» на 67-м километре Московской Кольцевой Автодороги, владение 7";"Северо-Западный административный округ";"район Митино";"67-й километр Московской Кольцевой Автодороги, владение 7";"ЗАО «Компания ЛЕМА»";"06.12.2016";"{type=Point, coordinates=[37.394051554676, 55.834946451285]}";
"238";"Автомобильная заправочная станция «Меркурий» на Походном проезде, дом 1, строение 1";"282479984";"АЗС «Меркурий» на Походном проезде, дом 1, строение 1";"Северо-Западный административный округ";"район Южное Тушино";"Походный проезд, дом 1, строение 1";"ЗАО Фирма «Меркурий»";"13.12.2016";"{type=Point, coordinates=[37.406028188932, 55.832818301395]}";
"239";"Автомобильная заправочная станция «Татнефть-АЗС-Запад» на Кутузовском проспекте, дом 72";"282543185";"АЗС «Татнефть-АЗС-Запад» на Кутузовском проспекте, дом 72";"Западный административный округ";"район Фили-Давыдково";"Кутузовский проспект, дом 72";"ООО «Татнефть-АЗС-Запад»";"20.12.2016";"{type=Point, coordinates=[37.46225042504, 55.727360664755]}";
"240";"Автомобильная заправочная станция «Газпромнефть-Северо-Запад» на Кутузовском проспекте, владение 55";"282543633";"АЗС «Газпромнефть-Северо-Запад» на Кутузовском проспекте, владение 55";"Западный административный округ";"район Фили-Давыдково";"Кутузовский проспект, владение 55";"АО «Газпромнефть-Северо-Запад»";"20.12.2016";"{type=Point, coordinates=[37.484349154135, 55.729937537857]}";
"241";"Автомобильная заправочная станция № 8 «Валар» на Богородском валу, д. 3А, стр. 1";"334978883";"АЗС № 8 «Валар» на Богородском валу, д. 3А, стр. 1";"Восточный административный округ";"район Богородское";"Богородский вал, д. 3А, стр. 1";"ООО «Валар»";"01.02.2017";"{type=Point, coordinates=[37.706004879112, 55.803426723295]}";
"242";"Автомобильная заправочная станция № 9 «Валар» на Открытом шоссе, д. 14Г, стр. 1";"334978884";"АЗС № 9 «Валар» на Открытом шоссе, д. 14Г, стр. 1";"Восточный административный округ";"район Богородское";"Открытое шоссе, д. 14Г, стр. 1";"ООО «Валар»";"01.02.2017";"{type=Point, coordinates=[37.737693492268, 55.814212232773]}";
"243";"Автомобильная заправочная станция № 4 «Валар» на Монтажной ул., д. 3А, стр. 1";"334978885";"АЗС № 4 «Валар» на Монтажной ул., д. 3А, стр. 1";"Восточный административный округ";"район Гольяново";"Монтажная ул., д. 3А, стр. 1";"ООО «Валар»";"01.02.2017";"{type=Point, coordinates=[37.769038901244, 55.817617769993]}";
"244";"Автомобильная заправочная станция № 6 «Валар» на ул. Уткина, вл. 45Б";"334978886";"АЗС № 6 «Валар» на ул. Уткина, вл. 45Б";"Восточный административный округ";"район Соколиная Гора";"ул. Уткина, вл. 45Б";"ООО «Валар»";"01.02.2017";"{type=Point, coordinates=[37.744776934702, 55.761182850891]}";
"245";"Автомобильная заправочная станция № 116 «Валар» на ул. Большая Филевская, д. 5А";"334978887";"АЗС № 116 «Валар» на ул. Большая Филевская, д. 5А";"Западный административный округ";"район Филёвский Парк";"ул. Большая Филевская, д. 5А";"ООО «Валар»";"03.02.2017";"{type=Point, coordinates=[37.510169982717, 55.751388884147]}";
"246";"Автомобильная заправочная станция № 83 «Валар» на ул. Хамовнический вал, д. 40, стр. 1";"334978889";"АЗС № 83 «Валар» на ул. Хамовнический вал, д. 40 стр. 1";"Центральный административный округ";"район Хамовники";"Хамовнический вал, д. 40, стр. 1";"ООО «Валар»";"03.02.2017";"{type=Point, coordinates=[37.549976933099, 55.727352994776]}";
"247";"Автомобильная заправочная станция № 18 «Валар» на Боровском шоссе, 0,6 км";"334978890";"АЗС № 18 «Валар» на Боровском шоссе, 0,6 км";"Западный административный округ";"район Солнцево";"Боровское шоссе, 0,6 км";"ООО «Валар»";"07.02.2017";"{type=Point, coordinates=[37.419379929421, 55.660039317056]}";
"248";"Автомобильная заправочная станция № 19 «Валар» на Киевском шоссе, 19 км";"334978894";"АЗС № 19 «Валар» на Киевском шоссе, 19 км";"Новомосковский административный округ";"поселение ""Мосрентген""";"Киевское шоссе, 19 км";"ООО «Валар»";"29.08.2017";"{type=Point, coordinates=[37.451902966846, 55.634423567729]}";
"249";"Автомобильная заправочная станция № 007 «Валар» на Нахимовском проспекте, д. 10, стр. 1";"334978895";"АЗС № 007 «Валар» на Нахимовском проспекте, д. 10, стр. 1";"Юго-Западный административный округ";"район Котловка";"Нахимовский проспект, д. 10, стр. 1";"ООО «Валар»";"07.02.2017";"{type=Point, coordinates=[37.597426263997, 55.666325626567]}";
"250";"Автомобильная заправочная станция № 12 «Валар» на 39-м километре Московской кольцевой автомобильной дороги, владение 1, строение 1";"334978896";"АЗС № 12 «Валар» на 39-м километре Московской кольцевой автомобильной дороги, владение 1, строение 1";"Юго-Западный административный округ";"район Ясенево";"39-й километр Московской кольцевой автомобильной дороги, владение 1, строение 1";"ООО «Валар»";"10.02.2017";"{type=Point, coordinates=[37.503685504719, 55.598936142257]}";
"251";"Автомобильная заправочная станция № 5 «Валар» на Куликовской ул., вл. 2, стр. 1";"334978897";"АЗС № 5 «Валар» на Куликовской ул., вл. 2, стр. 1";"Юго-Западный административный округ";"район Северное Бутово";"Куликовская ул., вл. 2, стр. 1";"ООО «Валар»";"10.02.2017";"{type=Point, coordinates=[37.569665527931, 55.577725981803]}";
"252";"Автомобильная заправочная станция № 29 «Валар» д. Десна, на Рябиновой ул., вл. 17";"334978899";"АЗС № 29 «Валар» д. Десна, на Рябиновой ул., вл. 17";"Новомосковский административный округ";"поселение Десеновское";"д. Десна, Рябиновая ул., вл. 17";"ООО «Валар»";"14.02.2017";"{type=Point, coordinates=[37.382238349357, 55.52265883972]}";
"253";"Автомобильная заправочная станция № 16 «Валар» д. Ватутинки, Калужское шоссе, 36 км";"334978901";"АЗС № 16 «Валар» д. Ватутинки, Калужское шоссе, 36 км";"Новомосковский административный округ";"поселение Десеновское";"д. Ватутинки, Калужское шоссе, 36 км";"ООО «Валар»";"14.02.2017";"{type=Point, coordinates=[37.33926221261, 55.504226687564]}";
"254";"Автомобильная заправочная станция «Алена» на Волжском бульваре, д. 53, корп. 1";"334978902";"АЗС «Алена» на Волжском бульваре, д. 53, корп. 1";"Юго-Восточный административный округ";"район Кузьминки";"Волжский бульвар, д. 53, корп. 1";"ООО «Алена»";"17.03.2017";"{type=Point, coordinates=[37.756180055449, 55.693046781474]}";
"255";"Автомобильная заправочная станция «Мега-Петрол» на 41-м километре Калужского шоссе";"477996106";"АЗС «Мега-Петрол» на 41-м километре Калужского шоссе";"Троицкий административный округ";"поселение Троицк";"41-й километр Калужского шоссе";"ООО «Мега-Петрол»";"13.06.2017";"{type=Point, coordinates=[37.325202118351186, 55.49221280398253]}";
"256";"Автомобильная заправочная станция № 32 «Валар» на Полярном проезде, дом 6Б";"831771438";"АЗС № 32 «Валар» на Полярном проезде, дом 6Б";"Северо-Восточный административный округ";"район Северное Медведково";"Полярный проезд, дом 6Б";"ООО «Валар»";"06.10.2017";"{type=Point, coordinates=[37.631346573313, 55.889917895943]}";
"257";"Автомобильная заправочная станция «Инвест Капитал» в Костомаровском переулке, дом 10, строение 2";"831772010";"АЗС «Инвест Капитал» в Костомаровском переулке, дом 10, строение 2";"Центральный административный округ";"Таганский район";"Костомаровский переулок, дом 10, строение 2";"ООО «Инвест Капитал»";"08.12.2017";"{type=Point, coordinates=[37.665105900022, 55.750344300646]}";
"258";"Автомобильная заправочная станция ИП Левый М.С. в поселке Ерино, на улице Высокая, дом 100";"831772230";"АЗС ИП Левый М.С. в поселке Ерино, на улице Высокая, дом 100";"Троицкий административный округ";"поселение Рязановское";"поселок Ерино, на улице Высокая, дом 100";"ИП Левый М.С.";"21.11.2017";"{type=Point, coordinates=[37.527868600055, 55.449956496073]}";
"259";"Автомобильная заправочная станция «Татнефть-АЗС-Запад» на Ленинградском шоссе, дом 77";"860955286";"АЗС «Татнефть-АЗС-Запад» на Ленинградском шоссе, дом 77";"Северный административный округ";"район Левобережный";"Ленинградское шоссе, дом 77";"ООО «Татнефть-АЗС-Запад»";"30.01.2018";"{type=Point, coordinates=[37.444346396509, 55.879944189466]}";
"260";"Автомобильная заправочная станция «ТД Нефтьмагистраль» на 49-м километре А-101";"860955293";"АЗС «ТД Нефтьмагистраль» на 49-м километре А-101";"Троицкий административный округ";"поселение Краснопахорское";"49-й километр А-101";"ООО «ТД Нефтьмагистраль»";"19.03.2018";"{type=Point, coordinates=[37.239941655269, 55.398630361087]}";
"261";"Автомобильная заправочная станция «Форт» на 56-м километре Калужского шоссе";"860955294";"АЗС «Форт» на 56-м километре Калужского шоссе";"Троицкий административный округ";"поселение Вороновское";"56-й километр Калужского шоссе";"ООО «Форт»";"02.03.2018";"{type=Point, coordinates=[37.172445018081, 55.343183764097]}";
